2011-05-07T16:06:58.9820000+01:00	33.2224
2011-05-07T16:07:03.0430000+01:00	33.2224
2011-05-07T16:07:07.9680000+01:00	33.2224
2011-05-07T16:07:12.0290000+01:00	33.2224
2011-05-07T16:07:17.0400000+01:00	33.4671
2011-05-07T16:07:21.0140000+01:00	33.2224
2011-05-07T16:07:26.0260000+01:00	33.4365
2011-05-07T16:07:30.0000000+01:00	33.2224
2011-05-07T16:07:35.0110000+01:00	33.2224
2011-05-07T16:07:38.9860000+01:00	33.2224
2011-05-07T16:07:43.9970000+01:00	33.2326
2011-05-07T16:07:47.9710000+01:00	33.4467
2011-05-07T16:07:52.9820000+01:00	33.202
2011-05-07T16:07:57.0430000+01:00	33.3957
2011-05-07T16:08:01.9680000+01:00	33.1816
2011-05-07T16:08:06.0290000+01:00	33.1816
2011-05-07T16:08:11.0400000+01:00	33.1918
2011-05-07T16:08:15.0140000+01:00	33.2224
2011-05-07T16:08:20.0260000+01:00	33.4467
2011-05-07T16:08:24.0000000+01:00	33.1918
2011-05-07T16:08:29.0110000+01:00	33.2224
2011-05-07T16:08:32.9860000+01:00	33.2224
2011-05-07T16:08:37.9970000+01:00	33.1816
